"Transactional emails","Transactionele Emails"
"Username","Gebruikersnaam"
"Recipient(s)","Ontvanger(s)"
"Duration","Looptijd"
"Duration: %s","Looptijd: %s"
"Sender: %s","Afzender: %s"
"Recipient(s): %s","Ontvanger(s): %s"
"Subject: %s","Onderwerp: %s"
" monthly","maandelijks"
" weekly","wekelijks"
" daily","dagelijks"
"%d days","%d dagen"
"%d days (%d weeks)","%d dagen (%d weken)"
"%d days (%d month)","%d dagen (%d maand)"
"%d days (%d months)","%d dagen (%d maanden)"
"Transactional emails - %s","Transactionele Emails - %s"
"%d months","%d maanden"
"%d years","%d jaar"
"Background color","Achtergrond kleur"
"Text color","Tekst kleur"
